chembl_id,canonical_smiles,chemical_formula,ic50_nM,pIC50,assay_description,target_name,inchi,inchi_key
CHEMBL103345,,C4H14Cl2N2O2Pt,1100.0,5.96,In vitro antitumor activity against 41M cell line.,41M,,
CHEMBL103345,,C4H14Cl2N2O2Pt,900.0,6.05,In vitro antitumor activity against 41McisR cell line.,41M,,
CHEMBL103345,,C4H14Cl2N2O2Pt,740.0,6.13,In vitro antitumor activity against CH1 cell line.,CH1,,
CHEMBL103345,,C4H14Cl2N2O2Pt,1620.0,5.79,In vitro antitumor activity against CH1cisR cell line.,CH1,,
CHEMBL103345,,C4H14Cl2N2O2Pt,210.0,6.68,In vitro antitumor activity against A2780 cell line.,A2780,,
CHEMBL103345,,C4H14Cl2N2O2Pt,4200.0,5.38,In vitro antitumor activity against A2780cisR cell line.,A2780,,
CHEMBL319263,,C8H22Cl2N2O2Pt,1300.0,5.89,In vivo antitumor activity against HX/62 cell line.,HX62 cell line,,
CHEMBL319263,,C8H22Cl2N2O2Pt,1800.0,5.75,In vitro antitumor activity against SK-OV-3 cell line.,SK-OV-3,,
CHEMBL319263,,C8H22Cl2N2O2Pt,480.0,6.32,In vitro antitumor activity against 41M cell line.,41M,,
CHEMBL319263,,C8H22Cl2N2O2Pt,1000.0,6.0,In vitro antitumor activity against 41McisR cell line.,41M,,
CHEMBL319263,,C8H22Cl2N2O2Pt,360.0,6.44,In vitro antitumor activity against CH1 cell line.,CH1,,
CHEMBL319263,,C8H22Cl2N2O2Pt,550.0,6.26,In vitro antitumor activity against CH1cisR cell line.,CH1,,
CHEMBL319263,,C8H22Cl2N2O2Pt,400.0,6.4,In vitro antitumor activity against A2780 cell line.,A2780,,
CHEMBL319263,,C8H22Cl2N2O2Pt,2200.0,5.66,In vitro antitumor activity against A2780cisR cell line.,A2780,,
CHEMBL103721,,C7H16Cl2N2Pt,2200.0,5.66,In vivo antitumor activity against HX/62 cell line.,HX62 cell line,,
CHEMBL103721,,C7H16Cl2N2Pt,3900.0,5.41,In vitro antitumor activity against SK-OV-3 cell line.,SK-OV-3,,
CHEMBL103721,,C7H16Cl2N2Pt,780.0,6.11,In vitro antitumor activity against 41M cell line.,41M,,
CHEMBL103721,,C7H16Cl2N2Pt,480.0,6.32,In vitro antitumor activity against 41McisR cell line.,41M,,
CHEMBL103721,,C7H16Cl2N2Pt,380.0,6.42,In vitro antitumor activity against CH1 cell line.,CH1,,
CHEMBL103721,,C7H16Cl2N2Pt,1100.0,5.96,In vitro antitumor activity against CH1cisR cell line.,CH1,,
CHEMBL103721,,C7H16Cl2N2Pt,460.0,6.34,In vitro antitumor activity against A2780 cell line.,A2780,,
CHEMBL103721,,C7H16Cl2N2Pt,3600.0,5.44,In vitro antitumor activity against A2780cisR cell line.,A2780,,
CHEMBL104893,,C6H14Cl2N2Pt,4100.0,5.39,In vivo antitumor activity against HX/62 cell line.,HX62 cell line,,
CHEMBL104893,,C6H14Cl2N2Pt,7200.0,5.14,In vitro antitumor activity against SK-OV-3 cell line.,SK-OV-3,,
CHEMBL104893,,C6H14Cl2N2Pt,1700.0,5.77,In vitro antitumor activity against 41M cell line.,41M,,
CHEMBL104893,,C6H14Cl2N2Pt,1500.0,5.82,In vitro antitumor activity against 41McisR cell line.,41M,,
CHEMBL104893,,C6H14Cl2N2Pt,1100.0,5.96,In vitro antitumor activity against CH1 cell line.,CH1,,
CHEMBL104893,,C6H14Cl2N2Pt,3300.0,5.48,In vitro antitumor activity against CH1cisR cell line.,CH1,,
CHEMBL104893,,C6H14Cl2N2Pt,1200.0,5.92,In vitro antitumor activity against A2780 cell line.,A2780,,
CHEMBL104893,,C6H14Cl2N2Pt,5700.0,5.24,In vitro antitumor activity against A2780cisR cell line.,A2780,,
CHEMBL2068292,,C36H48Cl2N2O3Pt,77000.0,4.11,In vitro inhibition of estrogen receptor positive MCF-7 human mammary carcinoma cell proliferation,MCF7,,
CHEMBL2068292,,C36H48Cl2N2O3Pt,23000.0,4.64,In vitro inhibition of estrogen receptor negative MDA-MD-231 human mammary carcinoma cell proliferation,MDA-MB-231,,
CHEMBL11359,,H6Cl2N2Pt+2,12600.0,4.9,In vivo antitumor activity against HX/62 cell line.,HX62 cell line,,
CHEMBL11359,,H6Cl2N2Pt+2,4400.0,5.36,In vitro antitumor activity against SK-OV-3 cell line.,SK-OV-3,,
CHEMBL11359,,H6Cl2N2Pt+2,260.0,6.58,In vitro antitumor activity against 41M cell line.,41M,,
CHEMBL11359,,H6Cl2N2Pt+2,1200.0,5.92,In vitro antitumor activity against 41McisR cell line.,41M,,
CHEMBL11359,,H6Cl2N2Pt+2,110.0,6.96,In vitro antitumor activity against CH1 cell line.,CH1,,
CHEMBL11359,,H6Cl2N2Pt+2,710.0,6.15,In vitro antitumor activity against CH1cisR cell line.,CH1,,
CHEMBL11359,,H6Cl2N2Pt+2,330.0,6.48,In vitro antitumor activity against A2780 cell line.,A2780,,
CHEMBL11359,,H6Cl2N2Pt+2,5200.0,5.28,In vitro antitumor activity against A2780cisR cell line.,A2780,,
CHEMBL2068302,,C28H32Cl2N2Pt,8000.0,5.1,In vitro inhibition of estrogen receptor positive MCF-7 human mammary carcinoma cell proliferation,MCF7,,
CHEMBL2068302,,C28H32Cl2N2Pt,5000.0,5.3,In vitro inhibition of estrogen receptor negative MDA-MD-231 human mammary carcinoma cell proliferation,MDA-MB-231,,
CHEMBL319021,,C4H14Cl2N2O2Pt,3300.0,5.48,In vivo antitumor activity against HX/62 cell line.,HX62 cell line,,
CHEMBL319021,,C4H14Cl2N2O2Pt,12100.0,4.92,In vitro antitumor activity against SK-OV-3 cell line.,SK-OV-3,,
CHEMBL319021,,C4H14Cl2N2O2Pt,1800.0,5.75,In vitro antitumor activity against 41M cell line.,41M,,
CHEMBL319021,,C4H14Cl2N2O2Pt,760.0,6.12,In vitro antitumor activity against 41McisR cell line.,41M,,
CHEMBL319021,,C4H14Cl2N2O2Pt,3300.0,5.48,In vitro antitumor activity against CH1 cell line.,CH1,,
CHEMBL319021,,C4H14Cl2N2O2Pt,4500.0,5.35,In vitro antitumor activity against CH1cisR cell line.,CH1,,
CHEMBL319021,,C4H14Cl2N2O2Pt,1900.0,5.72,In vitro antitumor activity against A2780 cell line.,A2780,,
CHEMBL319021,,C4H14Cl2N2O2Pt,11600.0,4.94,In vitro antitumor activity against A2780cisR cell line.,A2780,,
CHEMBL105598,,C5H14Cl2N2O2Pt,10200.0,4.99,In vivo antitumor activity against HX/62 cell line.,HX62 cell line,,
CHEMBL105598,,C5H14Cl2N2O2Pt,7000.0,5.16,In vitro antitumor activity against SK-OV-3 cell line.,SK-OV-3,,
CHEMBL105598,,C5H14Cl2N2O2Pt,1100.0,5.96,In vitro antitumor activity against 41M cell line.,41M,,
CHEMBL105598,,C5H14Cl2N2O2Pt,1300.0,5.89,In vitro antitumor activity against 41McisR cell line.,41M,,
CHEMBL105598,,C5H14Cl2N2O2Pt,1100.0,5.96,In vitro antitumor activity against CH1 cell line.,CH1,,
CHEMBL105598,,C5H14Cl2N2O2Pt,1900.0,5.72,In vitro antitumor activity against CH1cisR cell line.,CH1,,
CHEMBL105598,,C5H14Cl2N2O2Pt,950.0,6.02,In vitro antitumor activity against A2780 cell line.,A2780,,
CHEMBL105598,,C5H14Cl2N2O2Pt,5200.0,5.28,In vitro antitumor activity against A2780cisR cell line.,A2780,,
CHEMBL103847,,C4H12Cl2N2Pt,50000.0,,In vivo antitumor activity against HX/62 cell line.,HX62 cell line,,
CHEMBL103847,,C4H12Cl2N2Pt,50000.0,,In vitro antitumor activity against SK-OV-3 cell line.,SK-OV-3,,
CHEMBL103847,,C4H12Cl2N2Pt,50000.0,,In vitro antitumor activity against 41M cell line.,41M,,
CHEMBL103847,,C4H12Cl2N2Pt,50000.0,,In vitro antitumor activity against 41McisR cell line.,41M,,
CHEMBL103847,,C4H12Cl2N2Pt,50000.0,,In vitro antitumor activity against CH1 cell line.,CH1,,
CHEMBL103847,,C4H12Cl2N2Pt,50000.0,,In vitro antitumor activity against CH1cisR cell line.,CH1,,
CHEMBL103847,,C4H12Cl2N2Pt,50000.0,,In vitro antitumor activity against A2780 cell line.,A2780,,
CHEMBL103847,,C4H12Cl2N2Pt,50000.0,,In vitro antitumor activity against A2780cisR cell line.,A2780,,
CHEMBL317255,,C7H16Cl2N2Pt,50000.0,,In vivo antitumor activity against HX/62 cell line.,HX62 cell line,,
CHEMBL317255,,C7H16Cl2N2Pt,50000.0,,In vitro antitumor activity against SK-OV-3 cell line.,SK-OV-3,,
CHEMBL317255,,C7H16Cl2N2Pt,50000.0,,In vitro antitumor activity against 41M cell line.,41M,,
CHEMBL317255,,C7H16Cl2N2Pt,50000.0,,In vitro antitumor activity against 41McisR cell line.,41M,,
CHEMBL317255,,C7H16Cl2N2Pt,50000.0,,In vitro antitumor activity against CH1 cell line.,CH1,,
CHEMBL317255,,C7H16Cl2N2Pt,50000.0,,In vitro antitumor activity against CH1cisR cell line.,CH1,,
CHEMBL317255,,C7H16Cl2N2Pt,26000.0,4.58,In vitro antitumor activity against A2780 cell line.,A2780,,
CHEMBL317255,,C7H16Cl2N2Pt,50000.0,,In vitro antitumor activity against A2780cisR cell line.,A2780,,
CHEMBL430691,,C6H14Cl4N2Pt,4400.0,5.36,In vivo antitumor activity against HX/62 cell line.,HX62 cell line,,
CHEMBL430691,,C6H14Cl4N2Pt,9300.0,5.03,In vitro antitumor activity against SK-OV-3 cell line.,SK-OV-3,,
CHEMBL430691,,C6H14Cl4N2Pt,3100.0,5.51,In vitro antitumor activity against 41M cell line.,41M,,
CHEMBL430691,,C6H14Cl4N2Pt,4100.0,5.39,In vitro antitumor activity against 41McisR cell line.,41M,,
CHEMBL430691,,C6H14Cl4N2Pt,3900.0,5.41,In vitro antitumor activity against CH1 cell line.,CH1,,
CHEMBL430691,,C6H14Cl4N2Pt,4700.0,5.33,In vitro antitumor activity against CH1cisR cell line.,CH1,,
CHEMBL430691,,C6H14Cl4N2Pt,1500.0,5.82,In vitro antitumor activity against A2780 cell line.,A2780,,
CHEMBL430691,,C6H14Cl4N2Pt,5300.0,5.28,In vitro antitumor activity against A2780cisR cell line.,A2780,,
CHEMBL2068295,,C36H48Cl2N2O2Pt,74000.0,4.13,In vitro inhibition of estrogen receptor positive MCF-7 human mammary carcinoma cell proliferation,MCF7,,
CHEMBL2068295,,C36H48Cl2N2O2Pt,21000.0,4.68,In vitro inhibition of estrogen receptor negative MDA-MD-231 human mammary carcinoma cell proliferation,MDA-MB-231,,
CHEMBL11359,,H6Cl2N2Pt+2,300.0,6.52,The compound was evaluated for the cytotoxicity against human A2780 (ovarian) tumor cell lines.,A2780,,
CHEMBL11359,,H6Cl2N2Pt+2,3000.0,5.52,The compound was evaluated for the cytotoxicity against human A2780cisR (ovarian) tumor cell lines.,A2780cisR,,
CHEMBL11359,,H6Cl2N2Pt+2,100.0,7.0,The compound was evaluated for the cytotoxicity against human CH1 (ovarian) tumor cell lines.,CH1,,
CHEMBL11359,,H6Cl2N2Pt+2,4400.0,5.36,The compound was evaluated for the cytotoxicity against human SKOV-3 (ovarian) tumor cell lines.,SK-OV-3,,
CHEMBL11359,,H6Cl2N2Pt+2,1700.0,5.77,The compound was evaluated for the cytotoxicity against human HT-29 (colon) tumor cell lines.,HT-29,,
CHEMBL1386,,H6Cl2N2Pt,245000.0,,In vivo antitumor activity against HX/62 cell line.,HX62 cell line,,
CHEMBL1386,,H6Cl2N2Pt,255000.0,,In vitro antitumor activity against SK-OV-3 cell line.,SK-OV-3,,
CHEMBL1386,,H6Cl2N2Pt,57000.0,4.24,In vitro antitumor activity against 41M cell line.,41M,,
CHEMBL1386,,H6Cl2N2Pt,70000.0,4.16,In vitro antitumor activity against 41McisR cell line.,41M,,
CHEMBL1386,,H6Cl2N2Pt,30000.0,4.52,In vitro antitumor activity against CH1 cell line.,CH1,,
CHEMBL1386,,H6Cl2N2Pt,68500.0,4.16,In vitro antitumor activity against CH1cisR cell line.,CH1,,
CHEMBL1386,,H6Cl2N2Pt,32000.0,4.5,In vitro antitumor activity against A2780 cell line.,A2780,,
CHEMBL1386,,H6Cl2N2Pt,260000.0,,In vitro antitumor activity against A2780cisR cell line.,A2780,,
CHEMBL323516,,C12H26Cl2N4O4Pt,14000.0,4.85,In vivo antitumor activity against HX/62 cell line.,HX62 cell line,,
CHEMBL323516,,C12H26Cl2N4O4Pt,19000.0,4.72,In vitro antitumor activity against SK-OV-3 cell line.,SK-OV-3,,
CHEMBL323516,,C12H26Cl2N4O4Pt,6200.0,5.21,In vitro antitumor activity against 41M cell line.,41M,,
CHEMBL323516,,C12H26Cl2N4O4Pt,4300.0,5.37,In vitro antitumor activity against 41McisR cell line.,41M,,
CHEMBL323516,,C12H26Cl2N4O4Pt,4600.0,5.34,In vitro antitumor activity against CH1 cell line.,CH1,,
CHEMBL323516,,C12H26Cl2N4O4Pt,5600.0,5.25,In vitro antitumor activity against CH1cisR cell line.,CH1,,
CHEMBL323516,,C12H26Cl2N4O4Pt,3200.0,5.5,In vitro antitumor activity against A2780 cell line.,A2780,,
CHEMBL323516,,C12H26Cl2N4O4Pt,10600.0,4.97,In vitro antitumor activity against A2780cisR cell line.,A2780,,
CHEMBL2068303,,C35H46Cl2N2O2Pt,23000.0,4.64,In vitro inhibition of estrogen receptor positive MCF-7 human mammary carcinoma cell proliferation,MCF7,,
CHEMBL2068303,,C35H46Cl2N2O2Pt,9300.0,5.03,In vitro inhibition of estrogen receptor negative MDA-MD-231 human mammary carcinoma cell proliferation,MDA-MB-231,,
CHEMBL75222,,C14H28O2PtS4,44000.0,4.36,Cytotoxic activity was determined in vitro in MCF-7 cell line culture at pH 6.8,MCF7,,
CHEMBL75222,,C14H28O2PtS4,47000.0,4.33,Cytotoxic activity was determined in vitro in MCF-7 cell line culture at pH 7.4,MCF7,,
CHEMBL75222,,C14H28O2PtS4,23000.0,4.64,Cytotoxic activity was determined in vitro in Calu-6 cell line culture at pH 6.8,Calu-6,,
CHEMBL75222,,C14H28O2PtS4,37000.0,4.43,Cytotoxic activity was determined in vitro in Calu-6 cell line culture at pH 7.4,Calu-6,,
CHEMBL75222,,C14H28O2PtS4,91000.0,,Cytotoxic activity was determined in vitro in LXF-289 cell line culture at pH 6.8,LXF-289 cell line,,
CHEMBL75222,,C14H28O2PtS4,91000.0,,Cytotoxic activity was determined in vitro in LXF-289 cell line culture at pH 7.4,LXF-289 cell line,,
CHEMBL75222,,C14H28O2PtS4,37000.0,4.43,Cytotoxic activity was determined in vitro in SK-MEL-25 cell line culture at pH 6.8,SK-MEL-25,,
CHEMBL75222,,C14H28O2PtS4,70000.0,4.16,Cytotoxic activity was determined in vitro in SK-MEL-25 cell line culture at pH 7.4,SK-MEL-25,,
CHEMBL75222,,C14H28O2PtS4,102000.0,,Cytotoxic activity was determined in vitro in SK-OV-3 cell line culture at pH 6.8,SK-OV-3,,
CHEMBL75222,,C14H28O2PtS4,130000.0,,Cytotoxic activity was determined in vitro in SK-OV-3 cell line culture at pH 7.4,SK-OV-3,,
CHEMBL75222,,C14H28O2PtS4,64000.0,4.19,Cytotoxic activity was determined in vitro in KB cell line culture at pH 6.8,KB,,
CHEMBL75222,,C14H28O2PtS4,91000.0,,Cytotoxic activity was determined in vitro in KB cell line culture at pH 7.4,KB,,
CHEMBL73466,,C12H24O2PtS4,62000.0,4.21,Cytotoxic activity was determined in vitro in MCF-7 cell line culture at pH 6.8,MCF7,,
CHEMBL73466,,C12H24O2PtS4,86000.0,,Cytotoxic activity was determined in vitro in MCF-7 cell line culture at pH 7.4,MCF7,,
CHEMBL73466,,C12H24O2PtS4,25000.0,4.6,Cytotoxic activity was determined in vitro in Calu-6 cell line culture at pH 6.8,Calu-6,,
CHEMBL73466,,C12H24O2PtS4,27000.0,4.57,Cytotoxic activity was determined in vitro in Calu-6 cell line culture at pH 7.4,Calu-6,,
CHEMBL73466,,C12H24O2PtS4,59000.0,4.23,Cytotoxic activity was determined in vitro in LXF-289 cell line culture at pH 6.8,LXF-289 cell line,,
CHEMBL73466,,C12H24O2PtS4,75000.0,4.12,Cytotoxic activity was determined in vitro in LXF-289 cell line culture at pH 7.4,LXF-289 cell line,,
CHEMBL73466,,C12H24O2PtS4,72000.0,4.14,Cytotoxic activity was determined in vitro in SK-MEL-25 cell line culture at pH 6.8,SK-MEL-25,,
CHEMBL73466,,C12H24O2PtS4,83000.0,4.08,Cytotoxic activity was determined in vitro in SK-MEL-25 cell line culture at pH 7.4,SK-MEL-25,,
CHEMBL73466,,C12H24O2PtS4,86000.0,,Cytotoxic activity was determined in vitro in SK-OV-3 cell line culture at pH 6.8,SK-OV-3,,
CHEMBL73466,,C12H24O2PtS4,86000.0,,Cytotoxic activity was determined in vitro in SK-OV-3 cell line culture at pH 7.4,SK-OV-3,,
CHEMBL73466,,C12H24O2PtS4,86000.0,,Cytotoxic activity was determined in vitro in KB cell line culture at pH 6.8,KB,,
CHEMBL73466,,C12H24O2PtS4,86000.0,,Cytotoxic activity was determined in vitro in KB cell line culture at pH 7.4,KB,,
CHEMBL312519,,C20H40O2PtS4,24000.0,4.62,Cytotoxic activity was determined in vitro in MCF-7 cell line culture at pH 6.8,MCF7,,
CHEMBL312519,,C20H40O2PtS4,30000.0,4.52,Cytotoxic activity was determined in vitro in MCF-7 cell line culture at pH 7.4,MCF7,,
CHEMBL312519,,C20H40O2PtS4,76000.0,,Cytotoxic activity was determined in vitro in Calu-6 cell line culture at pH 6.8,Calu-6,,
CHEMBL312519,,C20H40O2PtS4,76000.0,,Cytotoxic activity was determined in vitro in Calu-6 cell line culture at pH 7.4,Calu-6,,
CHEMBL312519,,C20H40O2PtS4,38000.0,,Cytotoxic activity was determined in vitro in LXF-289 cell line culture at pH 6.8,LXF-289 cell line,,
CHEMBL312519,,C20H40O2PtS4,53000.0,,Cytotoxic activity was determined in vitro in LXF-289 cell line culture at pH 7.4,LXF-289 cell line,,
CHEMBL312519,,C20H40O2PtS4,76000.0,,Cytotoxic activity was determined in vitro in SK-MEL-25 cell line culture at pH 6.8,SK-MEL-25,,
CHEMBL312519,,C20H40O2PtS4,76000.0,,Cytotoxic activity was determined in vitro in SK-MEL-25 cell line culture at pH 7.4,SK-MEL-25,,
CHEMBL312519,,C20H40O2PtS4,76000.0,,Cytotoxic activity was determined in vitro in SK-OV-3 cell line culture at pH 6.8,SK-OV-3,,
CHEMBL312519,,C20H40O2PtS4,76000.0,,Cytotoxic activity was determined in vitro in SK-OV-3 cell line culture at pH 7.4,SK-OV-3,,
CHEMBL312519,,C20H40O2PtS4,76000.0,,Cytotoxic activity was determined in vitro in KB cell line culture at pH 6.8,KB,,
CHEMBL312519,,C20H40O2PtS4,76000.0,,Cytotoxic activity was determined in vitro in KB cell line culture at pH 7.4,KB,,
CHEMBL336530,,C5H14Cl2N2Pt,17000.0,4.77,Cytotoxicity against human promyelocytic leukemia cell line HL-60 (obtained by MTT assay).,HL-60,,
CHEMBL336530,,C5H14Cl2N2Pt,5000.0,5.3,Cytotoxicity against human acute T-cell leukemia cell line JURKAT (obtained by MTT assay).,Jurkat,,
CHEMBL336530,,C5H14Cl2N2Pt,32000.0,4.5,Cytotoxicity against human cervix epithelial carcinoma cell line HeLa (obtained by MTT assay).,HeLa,,
CHEMBL309353,,C14H24O2PtS4,5000.0,5.3,Cytotoxic activity was determined in vitro in MCF-7 cell line culture at pH 6.8,MCF7,,
CHEMBL309353,,C14H24O2PtS4,9000.0,5.05,Cytotoxic activity was determined in vitro in MCF-7 cell line culture at pH 7.4,MCF7,,
CHEMBL309353,,C14H24O2PtS4,3000.0,5.52,Cytotoxic activity was determined in vitro in Calu-6 cell line culture at pH 6.8,Calu-6,,
CHEMBL309353,,C14H24O2PtS4,8000.0,5.1,Cytotoxic activity was determined in vitro in Calu-6 cell line culture at pH 7.4,Calu-6,,
CHEMBL309353,,C14H24O2PtS4,6000.0,5.22,Cytotoxic activity was determined in vitro in LXF-289 cell line culture at pH 6.8,LXF-289 cell line,,
CHEMBL309353,,C14H24O2PtS4,12000.0,4.92,Cytotoxic activity was determined in vitro in LXF-289 cell line culture at pH 7.4,LXF-289 cell line,,
CHEMBL309353,,C14H24O2PtS4,3000.0,5.52,Cytotoxic activity was determined in vitro in SK-MEL-25 cell line culture at pH 6.8,SK-MEL-25,,
CHEMBL309353,,C14H24O2PtS4,8000.0,5.1,Cytotoxic activity was determined in vitro in SK-MEL-25 cell line culture at pH 7.4,SK-MEL-25,,
CHEMBL309353,,C14H24O2PtS4,9000.0,5.05,Cytotoxic activity was determined in vitro in SK-OV-3 cell line culture at pH 6.8,SK-OV-3,,
CHEMBL309353,,C14H24O2PtS4,12000.0,4.92,Cytotoxic activity was determined in vitro in SK-OV-3 cell line culture at pH 7.4,SK-OV-3,,
CHEMBL309353,,C14H24O2PtS4,6000.0,5.22,Cytotoxic activity was determined in vitro in KB cell line culture at pH 6.8,KB,,
CHEMBL309353,,C14H24O2PtS4,9000.0,5.05,Cytotoxic activity was determined in vitro in KB cell line culture at pH 7.4,KB,,
CHEMBL310027,,C24H36O2PtS4,32000.0,4.5,Cytotoxic activity was determined in vitro in MCF-7 cell line culture at pH 6.8,MCF7,,
CHEMBL310027,,C24H36O2PtS4,38000.0,,Cytotoxic activity was determined in vitro in MCF-7 cell line culture at pH 7.4,MCF7,,
CHEMBL310027,,C24H36O2PtS4,8000.0,5.1,Cytotoxic activity was determined in vitro in Calu-6 cell line culture at pH 6.8,Calu-6,,
CHEMBL310027,,C24H36O2PtS4,18000.0,4.75,Cytotoxic activity was determined in vitro in Calu-6 cell line culture at pH 7.4,Calu-6,,
CHEMBL310027,,C24H36O2PtS4,38000.0,,Cytotoxic activity was determined in vitro in LXF-289 cell line culture at pH 6.8,LXF-289 cell line,,
CHEMBL310027,,C24H36O2PtS4,38000.0,,Cytotoxic activity was determined in vitro in LXF-289 cell line culture at pH 7.4,LXF-289 cell line,,
CHEMBL310027,,C24H36O2PtS4,38000.0,,Cytotoxic activity was determined in vitro in SK-MEL-25 cell line culture at pH 6.8,SK-MEL-25,,
CHEMBL310027,,C24H36O2PtS4,38000.0,,Cytotoxic activity was determined in vitro in SK-MEL-25 cell line culture at pH 7.4,SK-MEL-25,,
CHEMBL310027,,C24H36O2PtS4,38000.0,,Cytotoxic activity was determined in vitro in SK-OV-3 cell line culture at pH 6.8,SK-OV-3,,
CHEMBL310027,,C24H36O2PtS4,38000.0,,Cytotoxic activity was determined in vitro in SK-OV-3 cell line culture at pH 7.4,SK-OV-3,,
CHEMBL310027,,C24H36O2PtS4,77000.0,,Cytotoxic activity was determined in vitro in KB cell line culture at pH 6.8,KB,,
CHEMBL310027,,C24H36O2PtS4,77000.0,,Cytotoxic activity was determined in vitro in KB cell line culture at pH 7.4,KB,,
CHEMBL75221,,C18H36O2PtS4,31000.0,4.51,Cytotoxic activity was determined in vitro in MCF-7 cell line culture at pH 6.8,MCF7,,
CHEMBL75221,,C18H36O2PtS4,31000.0,4.51,Cytotoxic activity was determined in vitro in MCF-7 cell line culture at pH 7.4,MCF7,,
CHEMBL75221,,C18H36O2PtS4,23000.0,4.64,Cytotoxic activity was determined in vitro in Calu-6 cell line culture at pH 6.8,Calu-6,,
CHEMBL75221,,C18H36O2PtS4,56000.0,4.25,Cytotoxic activity was determined in vitro in Calu-6 cell line culture at pH 7.4,Calu-6,,
CHEMBL75221,,C18H36O2PtS4,30000.0,4.52,Cytotoxic activity was determined in vitro in LXF-289 cell line culture at pH 6.8,LXF-289 cell line,,
CHEMBL75221,,C18H36O2PtS4,83000.0,4.08,Cytotoxic activity was determined in vitro in LXF-289 cell line culture at pH 7.4,LXF-289 cell line,,
CHEMBL75221,,C18H36O2PtS4,56000.0,4.25,Cytotoxic activity was determined in vitro in SK-MEL-25 cell line culture at pH 6.8,SK-MEL-25,,
CHEMBL75221,,C18H36O2PtS4,83000.0,,Cytotoxic activity was determined in vitro in SK-MEL-25 cell line culture at pH 7.4,SK-MEL-25,,
CHEMBL75221,,C18H36O2PtS4,83000.0,,Cytotoxic activity was determined in vitro in SK-OV-3 cell line culture at pH 6.8,SK-OV-3,,
CHEMBL75221,,C18H36O2PtS4,83000.0,,Cytotoxic activity was determined in vitro in SK-OV-3 cell line culture at pH 7.4,SK-OV-3,,
CHEMBL75221,,C18H36O2PtS4,83000.0,,Cytotoxic activity was determined in vitro in KB cell line culture at pH 6.8,KB,,
CHEMBL75221,,C18H36O2PtS4,83000.0,,Cytotoxic activity was determined in vitro in KB cell line culture at pH 7.4,KB,,
CHEMBL75705,,C12H24O2PtS4,5000.0,5.3,Cytotoxic activity was determined in vitro in MCF-7 cell line culture at pH 6.8,MCF7,,
CHEMBL75705,,C12H24O2PtS4,6000.0,5.22,Cytotoxic activity was determined in vitro in MCF-7 cell line culture at pH 7.4,MCF7,,
CHEMBL75705,,C12H24O2PtS4,3000.0,5.52,Cytotoxic activity was determined in vitro in Calu-6 cell line culture at pH 6.8,Calu-6,,
CHEMBL75705,,C12H24O2PtS4,5000.0,5.3,Cytotoxic activity was determined in vitro in Calu-6 cell line culture at pH 7.4,Calu-6,,
CHEMBL75705,,C12H24O2PtS4,8000.0,5.1,Cytotoxic activity was determined in vitro in LXF-289 cell line culture at pH 6.8,LXF-289 cell line,,
CHEMBL75705,,C12H24O2PtS4,10000.0,5.0,Cytotoxic activity was determined in vitro in LXF-289 cell line culture at pH 7.4,LXF-289 cell line,,
